Country,Year,Nuclear,Solar,Wind,Hydroelectricity,"Generation-Geothermal, Biomass and Other",Oil,Coal,Gas
Canada,2003,0.12687585266030016,0.0,0.0011937244201909959,0.5731582537517054,0.016030013642564803,0.03257162346521146,0.1848567530695771,0.0653137789904502
Canada,2004,0.15051961112973516,0.0,0.0015085484411666108,0.5672142138786456,0.016426416359369762,0.03184713375796178,0.16543747904793832,0.0670465973851827
Canada,2005,0.1468508997429306,0.0,0.0025706940874035992,0.5816195372750643,0.014781491002570693,0.026510282776349616,0.16323907455012854,0.0644280205655527
Canada,2006,0.15961286089238846,0.0,0.003937007874015749,0.5789041994750657,0.014599737532808401,0.017060367454068245,0.15485564304461946,0.07103018372703412
Canada,2007,0.1463491562844977,0.0,0.004731114966093676,0.5797192871786785,0.014193344898281028,0.019082163696577826,0.16495820848446616,0.07096672449140513
Canada,2008,0.151092809629395,0.0,0.006018371872030409,0.5978777320240735,0.012670256572695597,0.015521064301552107,0.15568577763699715,0.06113398796325626
Canada,2009,0.14667322189446086,0.0001638806948541462,0.010816125860373648,0.6042281219272371,0.014585381842019013,0.016060308095706327,0.1352015732546706,0.07227138643067847
Canada,2010,0.14927848731132862,0.0004975949577044286,0.014430253773428431,0.5828495604577875,0.017084093547852054,0.01144468402720186,0.13932658815724003,0.0850887377674573
Canada,2011,0.1465530840826629,0.000946521533364884,0.016090866067203027,0.5926802334753115,0.016090866067203027,0.00946521533364884,0.12241678498185833,0.09575642845874745
Canada,2012,0.1488621997471555,0.001422250316055626,0.01785714285714286,0.6009797724399495,0.01722503160556258,0.009797724399494312,0.10666877370417194,0.09718710493046777
Canada,2013,0.1575636698373734,0.002301319423135931,0.017029763731205887,0.6011046333231052,0.016876342436330162,0.009972384166922367,0.10524700828474991,0.08990487879717704
Canada,2014,0.16460587326120557,0.0032457496136012367,0.019783616692426585,0.5911901081916537,0.015146831530139104,0.0071097372488408035,0.10231839258114374,0.09659969088098919
Canada,2015,0.1534375474275307,0.0044012748520261035,0.040977386553346484,0.5800576718773712,0.015176809834572771,0.007588404917286386,0.09424798907269691,0.1041129154651692
Canada,2016,0.15200000000000002,0.004981132075471698,0.04664150943396227,0.5817358490566038,0.017207547169811325,0.007245283018867925,0.09403773584905661,0.09615094339622643
Canada,2017,0.15150602409638556,0.005421686746987953,0.047439759036144585,0.594277108433735,0.016415662650602413,0.005873493975903615,0.0905120481927711,0.08855421686746989
Canada,2018,0.15349194167306215,0.0059861857252494245,0.050959324635456646,0.5923254029163468,0.015349194167306216,0.005832693783576362,0.07766692248656945,0.09838833461243283
Canada,2019,0.15231888451045772,0.006517126401939982,0.0518338890572901,0.5789633222188543,0.016368596544407397,0.006214004243710215,0.08275234919672629,0.10503182782661413
Mexico,1965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mexico,1966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mexico,1967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mexico,1968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mexico,1969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mexico,1970,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mexico,1971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mexico,1972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
